songs,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Love Is All Around,The Troggs,0.523,0.689,10,-6.58,1,0.027,0.228,0,0.109,0.547,84.09
Everything That Touches You,The Association,0.545,0.356,7,-11.709,1,0.0276,0.578,0.000377,0.425,0.638,109.822
Kentucky Rain,Elvis Presley,0.411,0.374,0,-14.028,1,0.0282,0.427,1.01e-05,0.154,0.558,105.265
Every Night (Without You),Paul Anka,0.716,0.749,0,-10.353,1,0.0282,0.181,0,0.177,0.94,114.117
It's So Nice,Jackie DeShannon,0.615,0.43,2,-10.824,1,0.207,0.595,0,0.0436,0.959,200.164
I'll Take You There,The Staple Singers,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96e-06,0.063,0.78,101.632
It's My Job,Jimmy Buffett,0.46,0.99,8,-3.505,1,0.175,8.56e-05,1.73e-06,0.584,0.35,100.818
Lamplight,David Essex,0.74,0.218,1,-12.89,1,0.231,0.574,0.881,0.103,0.307,140.026
Danny Boy,Patti LaBelle,0.664,0.0619,9,-17.77,1,0.0619,0.995,0.94,0.12,0.662,79.37
Right Here,Staind,0.605,0.72,8,-7.116,0,0.0312,0.00043,6.71e-06,0.116,0.213,110.034
Volunteers,Jefferson Starship,0.501,0.825,0,-7.503,1,0.0346,0.505,2.2e-05,0.361,0.814,106.923
Wherever You Go,Voices Of Theory,0.545,0.416,9,-11.186,1,0.0305,0.223,0.943,0.227,0.224,128.034
Should've Never Let You Go,Neil Sedaka,0.295,0.274,10,-10.942,1,0.032,0.799,8.74e-06,0.0831,0.268,144.766
You Won t Be Lonely Now,Billy Ray Cyrus,0.369,0.528,1,-6.648,1,0.0285,0.307,0,0.229,0.336,153.898
Seems Like I Gotta Do Wrong,The Whispers,0.389,0.405,0,-6.23,1,0.026,0.29,0.00031,0.107,0.213,83.632
Coming On Strong,Brenda Lee,0.708,0.898,3,-10.977,0,0.0477,0.0408,0.818,0.169,0.55,137.005
A Place In The Sun,Stevie Wonder,0.561,0.447,1,-11.389,1,0.0544,0.279,0,0.319,0.729,117.784
"Precious, Precious",Jackie Moore,0.75,0.506,1,-9.97,1,0.0654,0.433,3.33e-06,0.121,0.857,128.042
Can't Stop My Heart From Loving You (The Rain Song),Aaron Neville,0.833,0.687,7,-8.612,0,0.0308,0.158,1.88e-06,0.0657,0.805,96.182
A Face In The Crowd,Tom Petty,0.678,0.619,4,-13.386,0,0.0266,0.114,0.005,0.0609,0.803,105.577
"Darkness, Darkness",The Youngbloods,0.344,0.388,0,-10.425,1,0.0263,0.734,0.0431,0.057,0.598,97.056
Help Yourself,Tom Jones,0.616,0.731,4,-7.282,1,0.0569,0.417,0.000716,0.725,0.909,91.444
Double Barrel,Dave And Ansel Collins,0.846,0.543,10,-8.244,1,0.188,0.113,1.49e-05,0.0849,0.772,80.812
Early Every Morning (Early Every Evening Too),Dinah Washington,0.767,0.608,10,-11.281,1,0.083,0.635,0,0.258,0.974,129.729
Beverly Hills,Weezer,0.693,0.823,5,-3.761,1,0.0726,0.0932,0,0.328,0.741,87.904
Save The Last Dance For Me,The DeFranco Family,0.54,0.53,4,-10.583,1,0.0361,0.614,0,0.198,0.896,143.453
I Can't Stand It,Eric Clapton,0.557,0.836,9,-5.479,1,0.0735,0.00778,0,0.0624,0.915,150.028
Cotton Eye Joe,Rednex,0.738,0.937,9,-7.788,0,0.0668,0.0124,0.00206,0.0338,0.614,131.994
Apache,Sonny James,0.827,0.928,7,-7.266,1,0.133,0.332,0,0.0576,0.261,115.023
All By Myself,Celine Dion,0.344,0.325,11,-10.005,0,0.0287,0.35,0.0223,0.0686,0.0775,118.515
Don't Touch Me There,The Tubes,0.522,0.671,5,-10.745,1,0.0415,0.291,0.0221,0.0743,0.411,133.621
That Girl,Maxi Priest ft Shaggy,0.643,0.797,2,-5.588,1,0.169,0.311,0,0.331,0.701,96.008
Power Of Love,Joe Simon,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773
Watermelon Crawl,Tracy Byrd,0.759,0.723,0,-9.315,1,0.028,0.173,0,0.179,0.962,136.746
Sexy MF,Prince And The N.P.G.,0.798,0.504,1,-5.91,0,0.141,0.243,0.00012,0.223,0.866,178.057
Tell Laura I Love Her,Ray Peterson,0.508,0.475,10,-8.436,1,0.032,0.758,0,0.132,0.235,102.38
Sunny Afternoon,The Kinks,0.595,0.462,2,-8.414,0,0.0259,0.102,0,0.0641,0.526,124.991
Miller's Cave,Bobby Bare,0.514,0.43,5,-12.36,1,0.0308,0.225,5.31e-06,0.159,0.8,77.086
Can t Truss It,Public Enemy,0.802,0.872,11,-7.651,1,0.139,0.00196,0,0.132,0.607,101.664
Figured You Out,Nickelback,0.544,0.867,10,-5.527,1,0.0517,2.63e-05,0.0165,0.266,0.726,93.925
Oh Father,Madonna,0.576,0.268,0,-14.313,1,0.0294,0.547,5.17e-05,0.118,0.175,115.952
Gloria,Enchantment,0.523,0.714,11,-6.021,1,0.0367,0.658,5.2e-06,0.0785,0.659,78.211
Batman Theme,Neal Hefti,0.561,0.98,7,-3.373,1,0.035,0.168,0.773,0.264,0.851,151.919
Girls Dem Sugar,Beenie Man Featuring Mya,0.603,0.782,2,-4.832,1,0.162,0.118,0,0.363,0.731,124.303
My Special Angel,The Vogues,0.326,0.543,0,-10.335,1,0.0379,0.537,0,0.184,0.39,104.59
(Sittin' On) The Dock Of The Bay,Otis Redding,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621
Break It To Them Gently,Burton Cummings,0.596,0.56,10,-10.23,1,0.0297,0.176,0,0.095,0.526,135.355
Rhinestone Cowboy,Glen Campbell,0.644,0.633,0,-8.006,1,0.0261,0.102,6.82e-05,0.227,0.647,115.193
Feelin' It,Jay-Z,0.558,0.703,10,-7.851,1,0.304,0.322,0,0.376,0.709,81.849
Together Again,Bobby Sherman,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091
Take Off,Bob & Doug McKenzie,0.406,0.662,9,-9.548,1,0.0534,0.000947,0.183,0.383,0.653,127.482
My Old School,Steely Dan,0.723,0.647,7,-10.483,1,0.0567,0.257,0.000285,0.0562,0.96,125.016
I Will Be,Leona Lewis,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36e-05,0.38,0.55,107.984
I Want You Back,The Jacksons,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605
Love Finds It's Own Way,Gladys Knight & The Pips,0.552,0.463,9,-9.028,1,0.0304,0.571,9.06e-06,0.507,0.56,77.902
Rhythm Nation,Janet Jackson,0.633,0.931,1,-7.752,1,0.0686,0.0504,0.109,0.375,0.676,109.116
At This Moment,Billy Vera ,0.32,0.265,6,-11.026,1,0.0332,0.64,1.81e-06,0.985,0.147,84.511
Release Me,Wilson Phillips,0.724,0.471,0,-11.143,1,0.0358,0.448,2.5e-06,0.218,0.442,97.211
What's Going On,Marvin Gaye,0.283,0.716,1,-9.632,0,0.0986,0.447,0,0.399,0.828,201.96
Sad Sweet Dreamer,Sweet Sensation,0.533,0.604,2,-10.479,1,0.0387,0.191,0,0.203,0.447,101.962
The Sound Of Your Voice,38 Special,0.123,0.973,6,-5.127,0,0.225,0.000516,0.0563,0.222,0.321,189.743
Take You Home With Me a.k.a. Body,R. Kelly & Jay-Z,0.875,0.458,8,-12.648,0,0.125,0.00427,0,0.18,0.738,93.992
Baby I Need You,The Manhattans,0.632,0.686,0,-6.116,0,0.0395,0.437,0,0.193,0.65,121.414
Impulsive,Wilson Phillips,0.657,0.76,4,-8.613,1,0.0298,0.171,0.00551,0.224,0.71,107.872
"Since I Met You, Baby",Sonny James,0.539,0.276,3,-12.152,1,0.0249,0.808,4.1e-06,0.127,0.671,72.062
Blowin' In The Wind,"Peter, Paul & Mary",0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874
Elected,Alice Cooper,0.295,0.74,9,-13.073,0,0.0344,0.0604,0.142,0.193,0.506,135.299
Chicken Feed,Bent Fabric & His Piano,0.706,0.424,6,-10.61,1,0.0494,0.965,0.884,0.144,0.823,90.824
Slow Down,The Beatles,0.477,0.788,10,-4.46,1,0.0362,0.0183,1.78e-06,0.294,0.255,129.967
You Must Have Been A Beautiful Baby,Bobby Darin,0.714,0.544,7,-15.721,1,0.036,0.753,7.64e-05,0.0551,0.973,134.523
Get It On,Kingdom Come,0.807,0.498,10,-9.91,0,0.0756,0.259,3.04e-05,0.0618,0.857,99.001
If You (Lovin  Me),Silk,0.623,0.442,9,-10.365,0,0.0345,0.182,0,0.0699,0.335,99.181
Mary Ann Regrets,Burl Ives,0.611,0.322,2,-14.461,1,0.0367,0.922,0.000818,0.35,0.315,119.957
Rehab,Rihanna,0.549,0.242,5,-11.692,1,0.038,0.809,8.1e-05,0.127,0.286,144.211
Straight Up,Chante Moore,0.769,0.826,7,-8.252,1,0.0624,0.267,0.0177,0.0638,0.762,95.862
I Shoulda Loved Ya,Narada Michael Walden,0.759,0.598,0,-14.045,1,0.053,0.172,0.207,0.0995,0.914,113.807
Mama Used To Say,Junior,0.773,0.457,1,-12.504,0,0.0288,0.108,0.00035,0.0692,0.775,109.756
Heard It In A Love Song,Marshall Tucker Band,0.555,0.797,2,-7.484,1,0.0389,0.168,0.00268,0.12,0.683,152.87
Hungah,Karyn White,0.715,0.865,8,-6.724,0,0.0669,0.386,0.00587,0.0396,0.717,98.163
Who's Your Baby?,The Archies,0.576,0.583,0,-6.633,1,0.0272,0.298,0.0382,0.179,0.648,136.7
I Did It,Dave Matthews Band,0.757,0.721,4,-2.906,0,0.0691,0.00196,0,0.647,0.364,124.036
Bad Love,Eric Clapton,0.623,0.766,4,-7.445,1,0.0531,0.103,0.0193,0.158,0.55,153.15
This Woman's Work,Maxwell,0.381,0.29,8,-10.682,1,0.0336,0.662,1.48e-05,0.106,0.151,113.318
Bust Your Windows,Jazmine Sullivan,0.683,0.664,5,-4.233,0,0.0332,0.538,0,0.0671,0.866,106.991
Heartbreak (It's Hurtin' Me),Little Willie John,0.512,0.449,8,-11.717,1,0.0624,0.706,0.0159,0.0877,0.647,125.099
Live Wire,Martha & The Vandellas,0.411,0.904,7,-6.652,0,0.063,9.37e-05,7.57e-06,0.565,0.679,112.24
What's It To You,Clay Walker,0.722,0.571,2,-13.225,1,0.0363,0.026,0,0.112,0.928,117.813
Falling In Love (Uh-Oh),Gloria Estefan & Miami Sound Machine,0.723,0.484,2,-14.456,1,0.026,0.261,0.00692,0.0492,0.962,108.991
Renegade,Styx,0.492,0.552,7,-12.321,0,0.0341,0.0151,3.74e-05,0.0723,0.655,105.623
Just Can't Wait,The J. Geils Band,0.689,0.533,6,-14.205,1,0.0544,0.321,7.37e-05,0.0958,0.898,98.801
I Just Don't Understand,Ann-Margret,0.522,0.835,4,-3.93,0,0.0296,0.112,0.000467,0.161,0.885,80.612
Mr. Vain,Culture Beat,0.703,0.997,9,-7.666,0,0.0399,0.0726,0.0235,0.123,0.391,132.872
Open The Door (Song For Judith),Judy Collins,0.611,0.269,10,-15.339,1,0.0321,0.771,0,0.15,0.563,120.242
Pure,Lightning Seeds,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05
Just Another Night,Ian Hunter,0.766,0.878,9,-4.862,0,0.0585,0.127,0.00391,0.102,0.833,132.011
It's A Miracle,Barry Manilow,0.752,0.733,1,-8.178,0,0.0385,0.0682,0,0.0891,0.703,118.789
Clean Up Your Own Back Yard,Elvis Presley,0.794,0.607,2,-7.07,1,0.0401,0.0116,6.2e-05,0.0666,0.762,96.99
Don't Have To Shop Around,The Mad Lads,0.561,0.203,3,-11.931,1,0.0312,0.654,0.0853,0.0997,0.295,131.348
It's All Up To You,The Dells,0.295,0.583,11,-14.181,0,0.0735,0.000528,0.00941,0.0783,0.693,175.312
I Like It,Sammie,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048
Ain't No Mountain High Enough,"Marvin Gaye,Tammi Terrell",0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991
Love And Desire (Part I),Arpeggio,0.568,0.89,11,-5.428,0,0.0329,2.28e-05,0.0351,0.325,0.638,130.64
Rags To Riches,Elvis Presley,0.409,0.435,2,-9.399,1,0.0453,0.907,7.17e-06,0.0559,0.567,78.136
I'll See Him Through,Tammy Wynette,0.584,0.185,5,-14.665,1,0.0294,0.813,0.00013,0.129,0.421,98.674
The Ghetto,Too Short,0.947,0.354,6,-12.844,0,0.27,0.0455,5.71e-05,0.212,0.36,100.087
Just Might (Make Me Believe),Sugarland,0.487,0.504,1,-5.207,1,0.0261,0.123,0,0.109,0.331,139.717
Don t Take The Girl,Tim McGraw,0.439,0.454,0,-8.669,1,0.0308,0.279,0,0.123,0.354,204.263
Love Is A Stranger,Eurythmics,0.781,0.648,5,-8.216,1,0.0264,0.00761,0,0.132,0.546,121.93
Outside My Window,The Fleetwoods,0.666,0.751,8,-11.883,1,0.0379,0.0402,0.466,0.168,0.0536,118.993
If You Want This Love,Sonny Knight,0.55,0.576,4,-11.861,0,0.0327,0.0805,3.21e-05,0.3,0.863,134.773
Don't Call Me Baby,Madison Avenue,0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999
One Step Up,Bruce Springsteen,0.527,0.381,10,-17.408,1,0.0299,0.0546,0.00965,0.0842,0.295,150.162
I'm Not A Player,Big Punisher,0.721,0.723,4,-4.429,0,0.239,0.0101,0.00108,0.4,0.542,94.744
Spanish Eyes,Al Martino,0.519,0.481,2,-9.796,1,0.0283,0.308,1.05e-05,0.121,0.48,109.246
Jump,Kris Kross,0.826,0.616,2,-5.479,1,0.328,0.241,0,0.287,0.612,127.925
Both Sides Now,Judy Collins,0.352,0.3,8,-9.282,1,0.0301,0.413,0,0.1,0.295,58.686
I Won't Forget You,Jim Reeves,0.287,0.84,6,-3.947,1,0.0404,0.0551,0.0225,0.21,0.648,202.903
For You Blue,The Beatles,0.88,0.556,2,-10.773,1,0.0855,0.24,0.0483,0.24,0.955,128.542
Riding With Private Malone,David Ball,0.648,0.527,4,-8.862,1,0.0515,0.405,0,0.0978,0.515,93.93
For My Baby,Brook Benton,0.894,0.0443,0,-16.949,1,0.1,0.946,0.862,0.0959,0.103,120.077
Driftin' Blues,Bobby Bland,0.439,0.432,7,-7.63,1,0.0374,0.534,0,0.231,0.446,172.095
We Are What We Are,The Other Ones,0.491,0.698,4,-7.428,0,0.0256,0.00634,0.487,0.111,0.554,172.004
Tomorrow Doesn t Matter Tonight,Starship,0.627,0.877,5,-4.151,0,0.0379,0.317,1.09e-05,0.0613,0.365,102.809
The Greatest Love Of All,George Benson,0.397,0.26,5,-14.448,0,0.0304,0.504,1.34e-06,0.105,0.321,113.573
You Are Everything,The Stylistics,0.507,0.636,2,-7.538,0,0.0401,0.849,0,0.646,0.702,142.248
Long And Lasting Love (Once In A Lifetime),Glenn Medeiros,0.498,0.395,8,-11.591,1,0.0286,0.222,0.000104,0.138,0.395,118.825
Lonesome Whistle Blues,Freddy King,0.545,0.72,7,-8.805,1,0.0315,0.0191,0.00337,0.981,0.624,104.193
Man To Man,Gary Allan,0.68,0.651,5,-5.495,0,0.0404,0.613,3.24e-06,0.111,0.555,91.993
(You Gotta) Fight For Your Right (To Party!),Beastie Boys,0.691,0.838,8,-5.321,1,0.0316,0.0447,0.000215,0.112,0.716,133.507
Saturday Night At The World,Mason Williams,0.233,0.195,11,-12.978,0,0.0342,0.816,0.521,0.106,0.198,88.89
Help Yourself (To All Of My Lovin'),James & Bobby Purify,0.654,0.703,2,-7.06,0,0.0399,0.717,0,0.388,0.88,138.114
Peg,Steely Dan,0.797,0.566,7,-11.132,1,0.0321,0.0608,0.000362,0.14,0.939,116.976
"Fire, Baby I'm On Fire",Andy Kim,0.345,0.587,5,-8.346,1,0.0364,0.539,0.0731,0.119,0.258,119.479
Living It Down,Freddy Fender,0.617,0.927,7,-3.071,1,0.0379,0.149,1.21e-06,0.146,0.966,145.059
The Most Beautifullest Thing In This World,Keith Murray,0.79,0.618,4,-10.413,0,0.326,0.105,0,0.23,0.518,93.087
Don't Cost You Nothing,Ashford & Simpson,0.761,0.833,0,-6.602,1,0.0838,0.184,0.000779,0.043,0.959,114.366
Do Wah Diddy Diddy,Manfred Mann,0.66,0.583,4,-7.361,1,0.0512,0.282,0,0.0553,0.941,125.44
Tired Of Being Alone,Al Green,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964
Shooting Star,Dollar,0.623,0.498,5,-9.012,1,0.11,0.541,0,0.329,0.648,166.87
Insomnia,Faithless,0.517,0.713,2,-8.508,1,0.0403,0.243,0.852,0.133,0.367,129.917
The World I Used To Know,Jimmie Rodgers,0.392,0.824,1,-5.209,1,0.0391,0.00122,1.51e-05,0.166,0.527,169.963
Talking Back To The Night,Steve Winwood,0.735,0.65,7,-10.736,0,0.0289,0.654,0.0742,0.0831,0.937,126.37
Tonight,New Kids On The Block,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978
Watching Airplanes,Gary Allan,0.374,0.711,11,-3.587,1,0.0354,0.547,4.12e-05,0.147,0.468,160.001
"Little Ole Wine Drinker, Me",Dean Martin,0.615,0.488,0,-12.797,1,0.0383,0.586,2.21e-06,0.191,0.488,122.815
Because Of You,The Cover Girls,0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97
A Different Corner,George Michael,0.263,0.286,6,-10.34,1,0.0335,0.857,0.00898,0.105,0.151,99.001
Fool That I Am,Etta James,0.677,0.684,5,-5.711,0,0.0286,0.109,0.00019,0.353,0.777,115.05
You're Nobody Till Somebody Loves You,Dean Martin,0.476,0.49,4,-11.372,1,0.037,0.827,0,0.67,0.463,108.993
Trouble In Mind,Aretha Franklin,0.547,0.972,11,-4.581,0,0.0893,1.82e-05,0.00295,0.238,0.392,121.03
Respectable,The Outsiders,0.697,0.971,0,-5.093,1,0.0428,0.00377,2.79e-05,0.138,0.89,122.274
Welcome To Our World,Mass Production,0.327,0.136,4,-14.827,1,0.03,0.958,7.67e-05,0.095,0.41,78.558
Walking In The Rain,The Ronettes,0.584,0.539,11,-8.1,1,0.0611,0.432,2.82e-05,0.108,0.514,85.782
O-o-h Child,The Five Stairsteps,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368
Jesus Walks,Kanye West,0.637,0.834,3,-4.686,0,0.323,0.614,0,0.317,0.715,87.312
Rio,Duran Duran,0.509,0.542,3,-8.027,0,0.442,0.019,0.00639,0.23,0.151,97.767
Who Will Answer?,Ed Ames,0.53,0.177,5,-13.696,1,0.0345,0.99,0.014,0.116,0.334,106.613
Peek-A-Boo,Siouxsie and The Banshees,0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,0.639,114.953
Out Of My Heart (Into Your Head),BBMak,0.533,0.909,10,-3.922,1,0.0351,0.00523,5.49e-06,0.337,0.545,123.425
Come Back,The J. Geils Band,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507
I Wanna Love Him So Bad,The Jelly Beans,0.512,0.604,1,-6.008,1,0.113,0.433,1.86e-06,0.0757,0.564,121.899
Yesterday Man,Chris Andrews,0.733,0.84,0,-4.208,1,0.0333,0.00752,0,0.142,0.798,107.932
All The Time In The World,Dr. Hook,0.61,0.715,9,-8.154,1,0.128,0.37,0.000125,0.354,0.483,159.307
Maggie May,Rod Stewart,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449
Ha Ha Said The Clown,The Yardbirds,0.583,0.679,2,-6.601,1,0.0299,0.343,0,0.215,0.894,145.33
Only When I Lose Myself,Depeche Mode,0.519,0.718,8,-7.267,0,0.0315,0.0508,0.000226,0.117,0.431,86.885
I'm Gonna Love Her For Both Of Us,Meat Loaf,0.36,0.868,9,-9.085,1,0.041,0.0709,0.000909,0.233,0.762,148.547
Be What You Are,The Staple Singers,0.448,0.42,8,-9.948,1,0.0797,0.526,0.00055,0.223,0.325,183.337
I Will Follow,U2,0.517,0.206,5,-12.233,1,0.0421,0.924,0,0.118,0.489,80.401
Fly On The Wall,Miley Cyrus,0.61,0.663,4,-5.871,0,0.0322,0.00235,0,0.269,0.33,120.027
Eight Miles High,The Byrds,0.365,0.77,9,-10.492,1,0.0764,0.21,0.136,0.503,0.37,130.603
Paying The Cost To Be The Boss,B.B. King,0.665,0.844,5,-6.633,0,0.0675,0.0194,0.000162,0.0708,0.773,117.976
All I Want To Do,Sugarland,0.709,0.725,4,-4.999,1,0.0556,0.208,4.54e-05,0.158,0.759,97.046
Movin' On,Elliott Yamin,0.582,0.889,11,-4.529,1,0.0519,0.0418,6.28e-06,0.15,0.486,120.072
Rain,SWV,0.231,0.976,10,-27.426,0,0.0487,0.152,0.987,0.48,0.00672,96.552
Outrageous,Britney Spears,0.828,0.662,7,-6.419,1,0.0461,0.0394,2.02e-05,0.191,0.847,105.014
We May Never Pass This Way (Again),Seals & Crofts,0.34,0.487,9,-12.142,1,0.0598,0.513,1.22e-06,0.29,0.483,175.695
Get Up And Boogie (That's Right),Silver Convention,0.797,0.552,7,-14.86,1,0.0303,0.117,0.00132,0.0806,0.967,104.988
Throw Some D's,Rich Boy Featuring Polow Da Don,0.697,0.86,11,-5.181,1,0.43,0.0368,0,0.0721,0.433,160.895
Funny,Maxine Brown,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023
The Best Day,George Strait,0.882,0.624,6,-5.372,1,0.0681,0.358,0,0.0678,0.899,96.898
Is It Love,J.J. Fad,0.643,0.742,9,-7.2,1,0.0412,0.0671,0.00379,0.161,0.294,125.001
Fast Car,Tracy Chapman,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951
Conceited (There's Something About Remy),Remy Ma,0.668,0.577,11,-7.808,1,0.447,0.204,0,0.156,0.564,99.565
House Of Pain,Faster Pussycat,0.508,0.727,0,-6.159,1,0.0346,0.0475,3.86e-05,0.0869,0.249,121.323
So Small,Carrie Underwood,0.426,0.784,3,-3.225,1,0.0421,0.306,0,0.0695,0.272,147.939
Carrie,Cliff Richard,0.575,0.489,8,-7.428,1,0.0273,0.672,0.000646,0.119,0.3,136.662
Just Another Day,Queen Latifah,0.596,0.706,2,-5.562,1,0.0261,0.359,0,0.36,0.705,146.095
Enough Cryin,Mary J. Blige Featuring Brook-Lyn,0.784,0.587,9,-6.698,1,0.364,0.125,0.000101,0.0358,0.623,96.842
American Idiot,Green Day,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113
"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,0.443,0.927,10,-5.625,1,0.124,0.604,0,0.339,0.893,173.748
I Feel Like A Bullet (In The Gun Of Robert Ford),Elton John,0.554,0.36,0,-12.394,1,0.0304,0.628,0.000126,0.222,0.218,131.553
Paper Roses,Marie Osmond,0.359,0.504,8,-10.555,1,0.0349,0.272,1.52e-05,0.332,0.73,114.172
Everything Is Good About You,The Lettermen,0.592,0.54,0,-8.556,1,0.0276,0.103,0,0.0743,0.647,127.215
4 Seasons Of Loneliness,Boyz II Men,0.583,0.488,6,-10.494,1,0.0444,0.821,1.71e-05,0.115,0.191,98.497
Our World,Blue Mink,0.653,0.826,1,-5.175,1,0.134,0.0957,1.27e-06,0.088,0.638,67.48
Still Tippin',Mike Jones Featuring Slim Thug & Paul Wall,0.86,0.861,6,-7.131,0,0.307,0.0361,4.07e-05,0.113,0.79,143.184
House At Pooh Corner,Nitty Gritty Dirt Band,0.289,0.133,8,-18.778,1,0.0343,0.97,0.421,0.103,0.168,174.667
Look What You've Done,Jet,0.495,0.351,3,-14.669,0,0.34,0.485,0,0.0967,0.271,134.369
"Sam, You Made The Pants Too Long",Barbra Streisand,0.347,0.258,11,-15.689,0,0.0439,0.808,0,0.307,0.362,175.587
Thanks A Lot,Brenda Lee,0.705,0.0958,1,-18.361,0,0.0344,0.929,0.00191,0.101,0.37,110.817
He,The Righteous Brothers,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87
Life,Haddaway,0.7,0.49,0,-5.187,1,0.076,0.186,0,0.117,0.569,79.982
You'll Never Find Another Love Like Mine,Lou Rawls,0.691,0.718,2,-8.457,1,0.0317,0.148,4.81e-05,0.108,0.934,110.623
The Way I Feel About You,Karyn White,0.785,0.387,6,-10.636,1,0.0654,0.0698,0.0248,0.108,0.731,86.889
Heaven In Your Eyes,Loverboy,0.567,0.551,6,-10.32,1,0.0328,0.293,0,0.136,0.328,123.441
My Maria,B.W. Stevenson,0.673,0.842,3,-4.627,1,0.0366,0.06,0.000257,0.178,0.898,125.57
Al Di La,Emilio Pericoli,0.378,0.244,0,-16.112,0,0.0351,0.765,0.153,0.0927,0.329,125.842
Bow Wow (That s My Name),Lil Bow Wow,0.92,0.677,2,-3.484,1,0.266,0.216,1.68e-06,0.0981,0.939,91.939
Butterfly,Crazy Town,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958
With Love,Hilary Duff,0.345,0.894,2,-4.327,1,0.0999,0.0394,0,0.0905,0.502,154.042
Don t Wait For Heroes,Dennis De Young,0.608,0.751,2,-5.047,1,0.0399,0.413,1.15e-05,0.0632,0.507,140.761
"I Rise, I Fall",Johnny Tillotson,0.609,0.336,11,-12.708,0,0.0326,0.335,1.94e-06,0.116,0.664,126.822
Play That Funky Music,Roxanne,0.814,0.672,9,-12.068,1,0.0619,0.0435,0,0.061,0.933,109.394
Suburbia,Pet Shop Boys,0.636,0.469,10,-6.883,0,0.0402,0.213,0,0.0661,0.561,78.015
Lovey Dovey,Buddy Knox,0.833,0.625,10,-6.866,0,0.0438,0.407,0.000109,0.0929,0.953,107.659
The Good Stuff,Kenny Chesney,0.612,0.62,7,-9.785,1,0.0645,0.255,0,0.129,0.502,143.78
Big Party,Barbara And The Browns,0.678,0.559,9,-6.61,0,0.0376,0.0189,0,0.13,0.663,137.046
Harmless,Mulberry Lane,0.464,0.945,2,-1.815,1,0.0401,0.0506,0.756,0.112,0.453,165.177
Steppin' Out,Paul Revere & The Raiders,0.579,0.223,11,-20.208,1,0.0364,0.0439,0.00232,0.0613,0.532,159.696
Constant Craving,k.d. lang,0.6,0.77,5,-5.559,0,0.0302,0.0603,4.79e-06,0.0967,0.321,128.473
I Still Believe,Brenda K. Starr,0.359,0.614,3,-5.066,1,0.0293,0.0593,0,0.0867,0.135,147.858
Song Sung Blue,Neil Diamond,0.556,0.327,0,-15.612,1,0.0311,0.467,1.32e-05,0.318,0.327,108.913
I Guess I'll Miss The Man,The Supremes,0.425,0.128,0,-14.111,1,0.0388,0.806,0,0.101,0.345,54.645
Drowning,Backstreet Boys,0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.117,0.814,129.014
Give Me The Keys (And I ll Drive You Crazy),Huey Lewis ,0.67,0.725,10,-13.207,1,0.0326,0.243,0.000322,0.132,0.914,135.672
Don't Talk To Strangers,Rick Springfield,0.799,0.714,1,-9.472,0,0.0421,0.286,0,0.145,0.67,123.207
What's It Like,Jagged Edge,0.612,0.652,0,-7.024,1,0.0681,0.343,0,0.0537,0.388,114.918
Here's Some Love,Tanya Tucker,0.582,0.323,1,-15.974,1,0.059,0.533,0.00015,0.25,0.635,135.345
Secretary,Betty Wright,0.777,0.414,1,-14.121,1,0.242,0.0162,1.1e-06,0.113,0.554,172.134
Tarkio Road,Brewer & Shipley,0.556,0.802,11,-8.368,0,0.0281,0.061,0.000229,0.246,0.916,131.001
